L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
F,25
F,12
L,120
F,12
L,120
F,12
L,120
F,12
F,12
L,120
F,12
L,120
F,12
L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
B,25
L,60
F,25
R,60
F,12
L,120
F,12
L,120
F,12
L,120
F,12
F,12
L,120
F,12
L,120
F,12
L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
L,60
B,25
R,60
B,50
L,60
F,50
R,60
F,12
L,120
F,12
L,120
F,12
L,120
F,12
F,12
L,120
F,12
L,120
F,12
L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
F,25
F,12
L,120
F,12
L,120
F,12
L,120
F,12
F,12
L,120
F,12
L,120
F,12
L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
B,25
L,60
F,25
R,60
F,12
L,120
F,12
L,120
F,12
L,120
F,12
F,12
L,120
F,12
L,120
F,12
L,120
B,12
L,60
F,12
R,60
F,12
L,120
F,12
L,120
F,12
L,120
L,60
B,12
R,60
L,60
B,25
R,60
L,60
B,50
R,60
L,60
B,100
R,60
